1.000000000000000000e+04 1.000000000000000000e+04 1.000000000000000000e+04
9.999981564526904549e+03 1.000001631942262429e+04 1.000000040350261406e+04
9.999963058280891346e+03 1.000003256503564080e+04 1.000000070403207428e+04
9.999944481718066527e+03 1.000004873649204455e+04 1.000000090161147273e+04
9.999925835298707170e+03 1.000006483344956723e+04 1.000000099627088639e+04
9.999907119487199452e+03 1.000008085557070990e+04 1.000000098804738627e+04
9.999888334751980437e+03 1.000009680252276303e+04 1.000000087698502648e+04
9.999869481565496244e+03 1.000011267397785741e+04 1.000000066313481875e+04
9.999850560404129283e+03 1.000012846961299147e+04 1.000000034655473428e+04
9.999831571748143688e+03 1.000014418911006214e+04 9.999999927309687337e+03
9.999812516081647118e+03 1.000015983215589586e+04 9.999999405471517093e+03
9.999793393892503445e+03 1.000017539844227940e+04 9.999998781118974875e+03
9.999774205672296375e+03 1.000019088766600180e+04 9.999998054337702342e+03
9.999754951916258506e+03 1.000020629952885065e+04 9.999997225220222390e+03
9.999735633123218577e+03 1.000022163373767762e+04 9.999996293865902771e+03
9.999716249795532349e+03 1.000023689000440754e+04 9.999995260380954278e+03
9.999696802439031671e+03 1.000025206804605841e+04 9.999994124878396178e+03
9.999677291562958999e+03 1.000026716758477414e+04 9.999992887478036209e+03
9.999657717679901907e+03 1.000028218834785366e+04 9.999991548306441473e+03
9.999638081305734886e+03 1.000029713006776001e+04 9.999990107496927521e+03
9.999618382959557493e+03 1.000031199248216217e+04 9.999988565189512883e+03
9.999598623163630691e+03 1.000032677533393507e+04 9.999986921530893596e+03
9.999578802443307723e+03 1.000034147837119053e+04 9.999985176674434115e+03
9.999558921326979544e+03 1.000035610134729905e+04 9.999983330780100005e+03
9.999538980346002063e+03 1.000037064402090073e+04 9.999981384014468858e+03
9.999518980034636115e+03 1.000038510615593259e+04 9.999979336550666631e+03
9.999498920929978340e+03 1.000039948752163036e+04 9.999977188568340353e+03
9.999478803571906610e+03 1.000041378789256123e+04 9.999974940253632667e+03
9.999458628503001819e+03 1.000042800704862202e+04 9.999972591799136353e+03
9.999438396268489669e+03 1.000044214477506648e+04 9.999970143403854308e+03
9.999418107416164275e+03 1.000045620086250710e+04 9.999967595273177722e+03
9.999397762496337236e+03 1.000047017510693331e+04 9.999964947618824226e+03
9.999377362061761232e+03 1.000048406730972238e+04 9.999962200658817892e+03
9.999356906667562725e+03 1.000049787727764306e+04 9.999959354617434656e+03
9.999336396871180114e+03 1.000051160482286832e+04 9.999956409725165940e+03
9.999315833232289151e+03 1.000052524976298082e+04 9.999953366218669544e+03
9.999295216312742923e+03 1.000053881192098561e+04 9.999950224340733257e+03
9.999274546676500904e+03 1.000055229112531197e+04 9.999946984340222116e+03
9.999253824889561656e+03 1.000056568720981522e+04 9.999943646472034743e+03
9.999233051519891887e+03 1.000057900001378403e+04 9.999940210997061513e+03
9.999212227137364607e+03 1.000059222938194580e+04 9.999936678182126343e+03
9.999191352313688185e+03 1.000060537516446129e+04 9.999933048299944858e+03
9.999170427622337229e+03 1.000061843721692821e+04 9.999929321629067999e+03
9.999149453638487103e+03 1.000063141540039578e+04 9.999925498453842010e+03
9.999128430938941165e+03 1.000064430958133744e+04 9.999921579064342950e+03
9.999107360102063467e+03 1.000065711963166359e+04 9.999917563756338495e+03
9.999086241707726003e+03 1.000066984542872706e+04 9.999913452831218819e+03
9.999065076337208666e+03 1.000068248685530125e+04 9.999909246595952936e+03
9.999043864573162864e+03 1.000069504379959108e+04 9.999904945363041406e+03
9.999022606999531490e+03 1.000070751615521840e+04 9.999900549450434482e+03
9.999001304201470703e+03 1.000071990382121294e+04 9.999896059181503006e+03
9.998979956765298994e+03 1.000073220670202136e+04 9.999891474884969284e+03
9.998958565278418973e+03 1.000074442470748363e+04 9.999886796894843428e+03
9.998937130329255524e+03 1.000075655775282212e+04 9.999882025550377875e+03
9.998915652507183040e+03 1.000076860575864157e+04 9.999877161195998269e+03
9.998894132402461764e+03 1.000078056865091639e+04 9.999872204181250709e+03
9.998872570606172303e+03 1.000079244636097974e+04 9.999867154860730807e+03
9.998850967710139230e+03 1.000080423882549621e+04 9.999862013594032760e+03
9.998829324306876515e+03 1.000081594598647098e+04 9.999856780745683864e+03
9.998807640989514766e+03 1.000082756779122428e+04 9.999851456685082667e+03
9.998785918351737564e+03 1.000083910419237145e+04 9.999846041786429851e+03
9.998764156987708702e+03 1.000085055514781016e+04 9.999840536428680934e+03
9.998742357492015799e+03 1.000086192062071314e+04 9.999834940995462603e+03
9.998720520459601175e+03 1.000087320057949910e+04 9.999829255875019953e+03
9.998698646485685458e+03 1.000088439499781452e+04 9.999823481460151015e+03
9.998676736165725742e+03 1.000089550385452822e+04 9.999817618148133988e+03
9.998654790095335557e+03 1.000090652713369127e+04 9.999811666340678130e+03
9.998632808870213921e+03 1.000091746482452800e+04 9.999805626443829169e+03
9.998610793086101694e+03 1.000092831692141590e+04 9.999799498867934744e+03
9.998588743338701534e+03 1.000093908342385657e+04 9.999793284027555273e+03
9.998566660223621511e+03 1.000094976433645570e+04 9.999786982341400289e+03
9.998544544336309627e+03 1.000096035966890304e+04 9.999780594232273870e+03
9.998522396271991965e+03 1.000097086943594149e+04 9.999774120126987327e+03
9.998500216625618123e+03 1.000098129365733985e+04 9.999767560456302817e+03
9.998478005991784812e+03 1.000099163235788365e+04 9.999760915654860582e+03
9.998455764964683112e+03 1.000100188556732428e+04 9.999754186161117104e+03
9.998433494138040260e+03 1.000101205332037352e+04 9.999747372417257793e+03
9.998411194105059622e+03 1.000102213565665625e+04 9.999740474869156969e+03
9.998388865458346118e+03 1.000103213262070312e+04 9.999733493966274182e+03
9.998366508789873478e+03 1.000104204426189608e+04 9.999726430161610551e+03
9.998344124690895114e+03 1.000105187063446465e+04 9.999719283911630555e+03
9.998321713751915013e+03 1.000106161179743503e+04 9.999712055676185628e+03
9.998299276562607702e+03 1.000107126781460829e+04 9.999704745918450499e+03
9.998276813711769137e+03 1.000108083875452758e+04 9.999697355104852249e+03
9.998254325787262133e+03 1.000109032469044178e+04 9.999689883705003012e+03
9.998231813375959973e+03 1.000109972570028367e+04 9.999682332191616297e+03
9.998209277063680929e+03 1.000110904186661901e+04 9.999674701040450600e+03
9.998186717435148239e+03 1.000111827327662832e+04 9.999666990730240286e+03
9.998164135073924626e+03 1.000112742002206505e+04 9.999659201742604637e+03
9.998141530562357730e+03 1.000113648219921561e+04 9.999651334562002376e+03
9.998118904481543723e+03 1.000114545990887746e+04 9.999643389675638900e+03
9.998096257411241822e+03 1.000115435325631552e+04 9.999635367573415351e+03
9.998073589929859736e+03 1.000116316235121485e+04 9.999627268747841299e+03
9.998050902614369988e+03 1.000117188730766793e+04 9.999619093693978357e+03
9.998028196040286275e+03 1.000118052824410915e+04 9.999610842909361963e+03
9.998005470781585245e+03 1.000118908528330030e+04 9.999602516893926804e+03
9.997982727410673760e+03 1.000119755855227959e+04 9.999594116149943147e+03
9.997959966498345239e+03 1.000120594818232530e+04 9.999585641181949541e+03
9.997937188613715989e+03 1.000121425430891941e+04 9.999577092496674595e+03
9.997914394324183377e+03 1.000122247707169845e+04 9.999568470602969683e+03
9.997891584195380347e+03 1.000123061661442989e+04 9.999559776011747090e+03
9.997868758791128130e+03 1.000123867308495574e+04 9.999551009235896345e+03
9.997845918673390770e+03 1.000124664663515978e+04 9.999542170790227829e+03
9.997823064402222371e+03 1.000125453742092941e+04 9.999533261191398196e+03
9.997800196535736177e+03 1.000126234560210469e+04 9.999524280957841256e+03
9.997777315630048179e+03 1.000127007134243831e+04 9.999515230609698847e+03
9.997754422239244377e+03 1.000127771480956653e+04 9.999506110668753536e+03
9.997731516915326210e+03 1.000128527617495092e+04 9.999496921658363135e+03
9.997708600208175994e+03 1.000129275561384020e+04 9.999487664103391580e+03
9.997685672665520542e+03 1.000130015330523383e+04 9.999478338530136170e+03
9.997662734832878414e+03 1.000130746943183112e+04 9.999468945466267542e+03
9.997639787253527174e+03 1.000131470417999299e+04 9.999459485440764183e+03
9.997616830468467015e+03 1.000132185773968740e+04 9.999449958983832403e+03
9.997593865016371637e+03 1.000132893030446940e+04 9.999440366626859031e+03
9.997570891433564611e+03 1.000133592207140646e+04 9.999430708902331389e+03
9.997547910253973896e+03 1.000134283324105854e+04 9.999420986343779077e+03
9.997524922009091824e+03 1.000134966401741985e+04 9.999411199485710313e+03
9.997501927227947817e+03 1.000135641460787883e+04 9.999401348863535532e+03
9.997478926437064729e+03 1.000136308522317631e+04 9.999391435013520095e+03
9.997455920160438836e+03 1.000136967607735460e+04 9.999381458472713348e+03
9.997432908919488909e+03 1.000137618738771380e+04 9.999371419778872223e+03
9.997409893233036200e+03 1.000138261937477000e+04 9.999361319470428498e+03
9.997386873617262609e+03 1.000138897226220979e+04 9.999351158086392388e+03
9.997363850585688851e+03 1.000139524627684114e+04 9.999340936166314350e+03
9.997340824649128990e+03 1.000140144164854610e+04 9.999330654250219595e+03
9.997317796315681335e+03 1.000140755861024445e+04 9.999320312878535333e+03
9.997294766090684789e+03 1.000141359739784093e+04 9.999309912592045293e+03
