2.000000000000000000e+04 2.000000000000000000e+04 1.000000000000000000e+02
2.000016188931855868e+04 2.000020516936537388e+04 1.000161360790131937e+02
2.000032378712716309e+04 2.000015742307735854e+04 1.000233705772508870e+02
2.000048569306000718e+04 1.999985776861628256e+04 1.000217253949089695e+02
2.000064760672744887e+04 1.999930821870545697e+04 1.000112435856525224e+02
2.000080952775120386e+04 1.999851176736123307e+04 9.999198909158255333e+01
2.000097145575394825e+04 1.999747235407787230e+04 9.996404635320152465e+01
2.000113339033301600e+04 1.999619481809316858e+04 9.992751977865471247e+01
2.000129533112097124e+04 1.999468484259894467e+04 9.988253314312349573e+01
2.000145727771517704e+04 1.999294889112386591e+04 9.982922881648993041e+01
2.000161922973591572e+04 1.999099413673317758e+04 9.976776691902460925e+01
2.000178118679155887e+04 1.998882838652609644e+04 9.969832442164438646e+01
2.000194314850165756e+04 1.998646000131459732e+04 9.962109407853951382e+01
2.000210511447368117e+04 1.998389781439345461e+04 9.953628337379552704e+01
2.000226708427932317e+04 1.998115104804325529e+04 9.944411335508296190e+01
2.000242905757300468e+04 1.997822923164848544e+04 9.934481747238272931e+01
2.000259103392533143e+04 1.997514212106812556e+04 9.923864028065185039e+01
2.000275301295459940e+04 1.997189962127510444e+04 9.912583624225528922e+01
2.000291499424260473e+04 1.996851171303909359e+04 9.900666841831028364e+01
2.000307697741847733e+04 1.996498838361349044e+04 9.888140723992499659e+01
2.000323896205192068e+04 1.996133956371755630e+04 9.875032920066622921e+01
2.000340094774766840e+04 1.995757506943445696e+04 9.861371565349267598e+01
2.000356293413413368e+04 1.995370455064356793e+04 9.847185152151494947e+01
2.000372492077974312e+04 1.994973744488764351e+04 9.832502419320894660e+01
2.000388690726449204e+04 1.994568293824095599e+04 9.817352237145878746e+01
2.000404889319166250e+04 1.994154993145714980e+04 9.801763490912269106e+01
2.000421087814023485e+04 1.993734701248147030e+04 9.785764986780418440e+01
2.000437286171370215e+04 1.993308243427452180e+04 9.769385347763807204e+01
2.000453484352627493e+04 1.992876409883768065e+04 9.752652924513506605e+01
2.000469682312035366e+04 1.992439954177045729e+04 9.735595709415335364e+01
2.000485880010970504e+04 1.991999592639077673e+04 9.718241261819972010e+01
2.000502077403627845e+04 1.991556004122205559e+04 9.700616631040152527e+01
2.000518274451302204e+04 1.991109829646028811e+04 9.682748295673548000e+01
2.000534471112866959e+04 1.990661672731667568e+04 9.664662106282345633e+01
2.000550667346022601e+04 1.990212100012807059e+04 9.646383233290268322e+01
2.000566863105984157e+04 1.989761641809735011e+04 9.627936125529440403e+01
2.000583058353918750e+04 1.989310793150602331e+04 9.609344463996994534e+01
2.000599253047393722e+04 1.988860014820767174e+04 9.590631141575835272e+01
2.000615447140379183e+04 1.988409734535380267e+04 9.571818232042852514e+01
2.000631640593905104e+04 1.987960348139392590e+04 9.552926969707124272e+01
2.000647833361890662e+04 1.987512221129659156e+04 9.533977731295347269e+01
2.000664025404131826e+04 1.987065689918877979e+04 9.514990028252410070e+01
2.000680216675641714e+04 1.986621063193315058e+04 9.495982508837641944e+01
2.000696407132607419e+04 1.986178623439471266e+04 9.476972949427026549e+01
2.000712596733503597e+04 1.985738628440783941e+04 9.457978255592591665e+01
2.000728785435632381e+04 1.985301312516285179e+04 9.439014471123577721e+01
2.000744973193933038e+04 1.984866887946977658e+04 9.420096787133303451e+01
2.000761159964414765e+04 1.984435546429365058e+04 9.401239554838029733e+01
2.000777345703023093e+04 1.984007460194761006e+04 9.382456300986791575e+01
2.000793530368189022e+04 1.983582783430820200e+04 9.363759746220947022e+01
2.000809713914587701e+04 1.983161653388319974e+04 9.345161814816137280e+01
2.000825896295774146e+04 1.982744191647348271e+04 9.326673666278965413e+01
2.000842077468803836e+04 1.982330505107450881e+04 9.308305713704302775e+01
2.000858257389503342e+04 1.981920687033196009e+04 9.290067644242293454e+01
2.000874436012501610e+04 1.981514818145316895e+04 9.271968444521837682e+01
2.000890613293604838e+04 1.981112967436594045e+04 9.254016424424995080e+01
2.000906789187326285e+04 1.980715193203815943e+04 9.236219242338003710e+01
2.000922963650605743e+04 1.980321543728517281e+04 9.218583933338020131e+01
2.000939136635518662e+04 1.979932058231314659e+04 9.201116935957006149e+01
2.000955308098865135e+04 1.979546767455727968e+04 9.183824109171376904e+01
2.000971477993888402e+04 1.979165694384237577e+04 9.166710763736605827e+01
2.000987646274994404e+04 1.978788854972113768e+04 9.149781692963188107e+01
2.001003812897749231e+04 1.978416258624893817e+04 9.133041187765805091e+01
2.001019977815228049e+04 1.978047908855350033e+04 9.116493062664198987e+01
2.001036140980592609e+04 1.977683803741003794e+04 9.100140686280739999e+01
2.001052302349269667e+04 1.977323936446962398e+04 9.083987002226659513e+01
2.001068461874283457e+04 1.976968295682712778e+04 9.068034547286754332e+01
2.001084619508638571e+04 1.976616866063402631e+04 9.052285480752549063e+01
2.001100775206553590e+04 1.976269628513351199e+04 9.036741604507193415e+01
